Unnamed: 0,Employee_ID,Full_Name,Department,Job_Title,Hire_Date,Location,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR
720,EMP0000721,Jessica Young,IT,Software Engineer,07/07/2016,"Lake Brianhaven, Northern Mariana Islands",5,9,Active,Remote,1372823
721,EMP0000722,Karen Payne,Finance,Financial Analyst,02/08/2018,"Lake Steven, Malaysia",5,7,Terminated,On-site,868053
722,EMP0000723,Donna Sandoval,IT,Software Engineer,27/01/2019,"Parkerville, Andorra",1,6,Active,On-site,819973
723,EMP0000724,Donald Flowers,Sales,Sales Executive,23/01/2024,"New Christinestad, Burkina Faso",1,1,Active,On-site,883534
724,EMP0000725,Dawn Hughes,IT,Software Engineer,10/06/2017,"West Andrea, Hong Kong",5,8,Active,On-site,860765
725,EMP0000726,Trevor Norris,IT,Software Engineer,31/08/2021,"South Dawnbury, Swaziland",2,3,Active,Remote,1683630
726,EMP0000727,Deborah Chavez,Sales,Business Development Manager,07/05/2024,"West Sandyshire, Bulgaria",5,1,Active,On-site,1388431
727,EMP0000728,Christopher Hurst,Sales,Sales Executive,23/08/2020,"Savageview, North Macedonia",1,4,Active,Remote,555478
728,EMP0000729,Charles Ferguson,Operations,Operations Executive,29/04/2019,"Adamsbury, Montenegro",5,6,Active,On-site,1078273
729,EMP0000730,Kenneth Johnson,Sales,Account Manager,14/10/2019,"Janetside, Guyana",2,5,Active,Remote,927193
730,EMP0000731,Claudia Thomas,IT,Software Engineer,26/06/2025,"Catherineville, Bouvet Island (Bouvetoya)",5,0,Active,Remote,897364
731,EMP0000732,Catherine Hudson,Sales,Sales Executive,17/03/2018,"Ricktown, Colombia",4,7,Active,Remote,724511
732,EMP0000733,Colin Gonzalez,Sales,Sales Executive,09/12/2014,"East Dorothy, Mauritania",2,10,Retired,Remote,709879
733,EMP0000734,Ralph Frederick,IT,IT Manager,28/01/2024,"North Joseph, Czech Republic",3,1,Active,Remote,1652994
734,EMP0000735,Kristen Anderson,Marketing,SEO Specialist,01/04/2024,"Smithshire, Latvia",2,1,Resigned,On-site,600134
735,EMP0000736,Brenda Brewer DDS,Sales,Sales Executive,03/01/2022,"New Kennethstad, Saudi Arabia",5,3,Retired,Remote,566744
736,EMP0000737,Ronnie Bell,Finance,Financial Analyst,31/10/2017,"West Zacharyburgh, Cameroon",5,7,Active,On-site,676453
737,EMP0000738,Brittany Edwards,Finance,Finance Manager,02/07/2018,"Port Anthonybury, British Virgin Islands",5,7,Active,Remote,2320289
738,EMP0000739,Brandon Lee,Finance,Accountant,26/07/2014,"Freemanchester, Kazakhstan",1,11,Resigned,On-site,557316
739,EMP0000740,Marvin Nguyen,Sales,Account Manager,06/09/2022,"Yeseniafurt, Bahamas",2,2,Active,On-site,972474
740,EMP0000741,Ashley Cameron,Sales,Sales Executive,20/04/2021,"West Nicolestad, Dominican Republic",2,4,Terminated,Remote,584979
741,EMP0000742,John Mack,IT,Software Engineer,09/03/2019,"Franklinfort, Croatia",3,6,Resigned,On-site,1587697
742,EMP0000743,Emma Strickland,Marketing,Marketing Executive,17/12/2018,"Vasquezland, Italy",2,6,Active,On-site,1173260
743,EMP0000744,Susan Morales,Sales,Sales Executive,21/07/2021,"Lambertborough, Greece",5,4,Active,On-site,547374
744,EMP0000745,Michael Mckinney,IT,Software Engineer,13/10/2022,"Scottton, Lebanon",1,2,Active,Remote,951632
745,EMP0000746,Elizabeth Brown,Marketing,Marketing Executive,19/05/2018,"Jacobsonshire, United Arab Emirates",1,7,Active,On-site,604064
746,EMP0000747,Crystal Hutchinson,HR,HR Executive,30/05/2022,"Clintonland, Swaziland",4,3,Active,On-site,516143
747,EMP0000748,Emily Crawford,Operations,Supply Chain Manager,29/03/2016,"Weaverbury, Anguilla",5,9,Active,On-site,922013
748,EMP0000749,Justin Roach,Finance,Financial Analyst,27/01/2022,"New Christinaview, Austria",3,3,Active,On-site,1405607
749,EMP0000750,Ashley Wright,Sales,Sales Executive,17/05/2023,"Port Codymouth, Sudan",4,2,Retired,Remote,525655
750,EMP0000751,Krystal Franklin,Operations,Operations Executive,23/08/2022,"Charlestown, Cuba",4,2,Active,On-site,706948
751,EMP0000752,Jill Wall,Marketing,Marketing Executive,11/09/2015,"Morganborough, Benin",5,9,Terminated,On-site,844320
752,EMP0000753,Kimberly Mccoy,Operations,Operations Executive,12/05/2019,"Matthewland, Micronesia",5,6,Active,On-site,437275
753,EMP0000754,Elizabeth Jones,IT,Software Engineer,15/12/2024,"West Kristen, Congo",5,0,Active,On-site,1288316
754,EMP0000755,Eduardo Rodriguez,Sales,Business Development Manager,20/02/2025,"Millston, Jordan",5,0,Active,On-site,729649
755,EMP0000756,Ruben Jensen,Marketing,Marketing Executive,18/07/2025,"Fletcherview, Ukraine",4,0,Resigned,On-site,617699
756,EMP0000757,Kimberly Carter,Finance,Accountant,05/01/2022,"New Danielport, Costa Rica",1,3,Active,On-site,814819
757,EMP0000758,Jason Mccarthy,IT,Software Engineer,30/11/2018,"East Ashley, Spain",3,6,Active,Remote,1530381
758,EMP0000759,Robert Brown,Operations,Logistics Coordinator,23/12/2016,"Bonillaberg, Sweden",3,8,Active,Remote,483374
759,EMP0000760,Isaac Campbell,Sales,Sales Director,21/09/2011,"Port Morganhaven, Latvia",2,13,Resigned,On-site,1094293
760,EMP0000761,Jennifer Sullivan,Sales,Sales Executive,14/04/2017,"East Jasmine, Sri Lanka",5,8,Active,On-site,573355
761,EMP0000762,Pam Wells,IT,Software Engineer,10/03/2015,"Simpsonburgh, Anguilla",1,10,Resigned,On-site,1083765
762,EMP0000763,Christine Keller,Marketing,Marketing Executive,26/07/2019,"North Joseborough, Germany",3,6,Active,On-site,474627
763,EMP0000764,William Gray,Marketing,Content Strategist,16/08/2020,"Wardmouth, Oman",5,4,Active,On-site,740249
764,EMP0000765,Timothy Freeman,Marketing,SEO Specialist,19/11/2015,"Oconnorfort, Azerbaijan",1,9,Active,On-site,902827
765,EMP0000766,Miss Susan Gay MD,Operations,Operations Executive,17/10/2019,"West Richardhaven, Benin",4,5,Active,Remote,645419
766,EMP0000767,Andrew Weiss,IT,Software Engineer,24/03/2021,"West Stacybury, Bhutan",3,4,Active,Remote,1447797
767,EMP0000768,Ronald Martin,Marketing,Marketing Executive,03/08/2025,"Robbinsland, Brazil",2,0,Active,On-site,676337
768,EMP0000769,Matthew Bautista,Operations,Operations Executive,14/02/2012,"New Samuel, Israel",5,13,Active,On-site,500236
769,EMP0000770,Stephanie Hawkins,HR,HR Director,21/03/2018,"Jonesburgh, French Polynesia",2,7,Active,On-site,831530
770,EMP0000771,Jason Mathis,Operations,Operations Executive,02/10/2019,"North Duane, Solomon Islands",5,5,Resigned,On-site,1069920
771,EMP0000772,Barbara Moore,Operations,Operations Executive,25/08/2016,"West Tamara, Chile",5,8,Active,Remote,1035620
772,EMP0000773,Jose Pearson,Finance,Accountant,07/04/2024,"Jessicashire, Rwanda",2,1,Active,Remote,851141
773,EMP0000774,Christopher Hartman,HR,HR Executive,28/05/2018,"Patriciaborough, Turkey",4,7,Active,Remote,543914
774,EMP0000775,Teresa Collins,IT,Software Engineer,15/11/2017,"South Danielmouth, Argentina",5,7,Active,Remote,1066142
775,EMP0000776,Donald Davis,Operations,Operations Executive,20/09/2014,"Lake Rodney, Korea",4,10,Active,On-site,430179
776,EMP0000777,Thomas Williams,Operations,Logistics Coordinator,12/07/2023,"Shawnberg, Rwanda",3,2,Active,On-site,500328
777,EMP0000778,Glenda Small,Operations,Operations Executive,19/11/2018,"Lake Jennifer, French Guiana",4,6,Active,Remote,589051
778,EMP0000779,Daniel Bautista,IT,Data Analyst,28/12/2011,"West Joshuaport, Thailand",5,13,Active,On-site,1008456
779,EMP0000780,Stephen Torres,Operations,Logistics Coordinator,25/02/2019,"Gordonville, American Samoa",5,6,Active,On-site,838378
780,EMP0000781,Brian Sullivan,IT,Software Engineer,04/10/2017,"New John, Maldives",3,7,Active,On-site,1452777
781,EMP0000782,Susan Smith,HR,Talent Acquisition Specialist,12/12/2024,"Sheltonmouth, Angola",3,0,Resigned,On-site,1100874
782,EMP0000783,Kaylee Barnett,IT,DevOps Engineer,02/01/2022,"Jasonville, Italy",4,3,Active,On-site,403996
783,EMP0000784,Daniel Nichols,Marketing,SEO Specialist,07/04/2018,"West Sabrinaport, Latvia",3,7,Active,On-site,785365
784,EMP0000785,Barbara Robles,Marketing,SEO Specialist,23/08/2021,"Edwardsburgh, Belarus",2,3,Active,On-site,750686
785,EMP0000786,Dustin Davis,Marketing,Marketing Executive,27/08/2016,"Port Sean, Bermuda",3,8,Active,Remote,560614
786,EMP0000787,Cameron Moreno,IT,Software Engineer,28/12/2015,"South Michaeltown, Morocco",1,9,Resigned,Remote,1374701
787,EMP0000788,William Johnson,Sales,Business Development Manager,08/07/2016,"South Carolville, Maldives",5,9,Active,Remote,1478483
788,EMP0000789,William Burnett,Operations,Operations Executive,08/07/2025,"Laurahaven, British Virgin Islands",2,0,Active,Remote,1175136
789,EMP0000790,Tammy Swanson DDS,IT,Software Engineer,16/12/2015,"New Heather, Sri Lanka",2,9,Active,On-site,1596654
790,EMP0000791,Spencer Donaldson,Operations,Logistics Coordinator,11/01/2023,"Brownmouth, Ethiopia",2,2,Active,On-site,498860
791,EMP0000792,Dwayne Mcgee,R&D,Product Developer,18/11/2021,"New Teresafort, Ghana",2,3,Active,On-site,528548
792,EMP0000793,Adrian Henderson,Marketing,Marketing Executive,03/09/2017,"Sullivanmouth, Christmas Island",4,7,Terminated,On-site,1184943
793,EMP0000794,Sheila Walsh,HR,Talent Acquisition Specialist,06/10/2024,"Justinside, Somalia",2,0,Active,On-site,846526
794,EMP0000795,Bethany Velez,IT,Software Engineer,05/05/2013,"West Darius, Senegal",2,12,Retired,On-site,1031814
795,EMP0000796,Michael Hoffman DDS,IT,Software Engineer,24/01/2017,"South Ericport, Mongolia",4,8,Active,On-site,1782839
796,EMP0000797,Brandi Johnson,IT,IT Manager,21/11/2024,"North Timothy, Kiribati",3,0,Resigned,Remote,1937273
797,EMP0000798,Brooke Porter,IT,Software Engineer,22/07/2025,"Hannahburgh, United States of America",2,0,Active,On-site,1732209
798,EMP0000799,Scott Thompson,HR,HR Executive,27/08/2019,"South Andrew, Saint Lucia",4,5,Active,On-site,644695
799,EMP0000800,David Rodriguez,IT,IT Manager,03/09/2020,"North Christopherberg, Grenada",4,4,Resigned,On-site,2482486
800,EMP0000801,April Mcbride,IT,Software Engineer,23/05/2025,"South Ianmouth, India",1,0,Terminated,Remote,797258
801,EMP0000802,Chris Johns,Operations,Logistics Coordinator,20/09/2024,"Port Kathleenmouth, Hong Kong",4,0,Active,On-site,553929
802,EMP0000803,Julia Lynn,Marketing,Marketing Executive,31/01/2023,"New Stephenland, Azerbaijan",2,2,Active,On-site,605674
803,EMP0000804,Edwin Herrera,HR,HR Executive,15/02/2019,"Christopherchester, Malaysia",3,6,Active,Remote,394123
804,EMP0000805,Brianna Blake,Sales,Sales Executive,23/03/2025,"Lake Lawrence, Ghana",4,0,Active,On-site,703328
805,EMP0000806,Sandra Cook,Marketing,Content Strategist,10/03/2016,"Brittanyview, Mozambique",2,9,Active,On-site,576508
806,EMP0000807,Dakota Meyers,Marketing,Marketing Executive,21/07/2016,"North Amanda, South Georgia and the South Sandwich Islands",5,9,Active,On-site,562174
807,EMP0000808,Sabrina Bailey,Sales,Sales Executive,23/02/2022,"Port Mark, Uganda",5,3,Active,Remote,607882
808,EMP0000809,Tammy Fernandez,Sales,Sales Executive,05/01/2019,"Josephton, India",5,6,Active,On-site,665732
809,EMP0000810,Kenneth Foster,HR,Talent Acquisition Specialist,11/01/2020,"New Aliciaton, Niue",4,5,Active,Remote,690028
810,EMP0000811,Susan Strickland,IT,DevOps Engineer,28/03/2022,"New Calvinhaven, Madagascar",5,3,Active,Remote,1057267
811,EMP0000812,Johnny Best,IT,Software Engineer,03/07/2019,"North Barbaramouth, Latvia",1,6,Retired,Remote,745631
812,EMP0000813,Allison Morgan,IT,Software Engineer,30/11/2023,"Jonestown, Yemen",2,1,Resigned,On-site,1464704
813,EMP0000814,Jennifer Hopkins,IT,Software Engineer,12/12/2019,"East Kimberlyton, Bosnia and Herzegovina",1,5,Active,On-site,788619
814,EMP0000815,Alexander Rodriguez,Operations,Supply Chain Manager,23/11/2019,"East Jeffreyland, San Marino",2,5,Active,On-site,1063186
815,EMP0000816,Stephen Baker,Operations,Operations Director,14/11/2015,"Juarezfurt, Hungary",5,9,Active,Remote,987283
816,EMP0000817,Jennifer Jackson,IT,Software Engineer,16/02/2020,"Donaldburgh, Palestinian Territory",4,5,Active,On-site,988662
817,EMP0000818,Lisa Martin,R&D,Product Developer,09/12/2011,"Duranfort, Gambia",5,13,Retired,On-site,789950
818,EMP0000819,Angelica Scott,HR,HR Manager,18/10/2022,"Port Ryan, Thailand",1,2,Active,Remote,979090
819,EMP0000820,Rebecca George,Operations,Logistics Coordinator,08/09/2019,"Morganmouth, Montenegro",3,5,Resigned,On-site,451804
820,EMP0000821,Christopher Ho,Sales,Sales Executive,14/08/2023,"Alexanderton, Sweden",1,2,Active,On-site,465597
821,EMP0000822,Julian Monroe,Marketing,Marketing Executive,26/01/2023,"Leeton, Turks and Caicos Islands",5,2,Active,On-site,969685
822,EMP0000823,Richard Strong,IT,CTO,11/05/2021,"Virginiashire, Panama",3,4,Resigned,On-site,495041
823,EMP0000824,Kimberly Campbell,Finance,Accountant,30/08/2016,"Clarkside, Cocos (Keeling) Islands",3,8,Active,Remote,566674
824,EMP0000825,Michael Hogan,R&D,Lab Technician,17/05/2024,"Lake Anthonymouth, Liberia",4,1,Active,On-site,980579
825,EMP0000826,Jason Johnson,IT,Software Engineer,24/05/2017,"New Christopherfurt, Andorra",4,8,Retired,Remote,1098329
826,EMP0000827,Nicole Turner,R&D,Product Developer,21/02/2018,"New Jenniferburgh, United States Minor Outlying Islands",2,7,Active,On-site,1014898
827,EMP0000828,Rachael Johnson,Operations,Operations Executive,28/03/2020,"North Taylorberg, Denmark",1,5,Terminated,On-site,700864
828,EMP0000829,Robert Harris,IT,Data Analyst,01/04/2025,"Lake Leah, Congo",5,0,Retired,On-site,1192739
829,EMP0000830,Peter Hendrix,IT,Data Analyst,19/02/2018,"Erikaport, Turks and Caicos Islands",4,7,Active,On-site,633858
830,EMP0000831,Anthony Rice,Sales,Sales Executive,30/01/2023,"Wellsfurt, Spain",4,2,Active,Remote,696341
831,EMP0000832,Kristina Walker,HR,Talent Acquisition Specialist,16/11/2013,"Lisahaven, Costa Rica",1,11,Resigned,On-site,959524
832,EMP0000833,Joseph Rush,Marketing,SEO Specialist,05/10/2023,"West Marctown, Central African Republic",4,1,Active,On-site,698839
833,EMP0000834,William Travis,Sales,Sales Executive,10/11/2020,"New Tyronefurt, El Salvador",4,4,Active,On-site,845553
834,EMP0000835,Cathy Gonzalez,HR,HR Executive,01/12/2024,"Lake Williamport, Burundi",4,0,Active,Remote,413648
835,EMP0000836,Clayton Blake,Operations,Logistics Coordinator,18/10/2013,"Ellistown, Estonia",1,11,Active,On-site,744913
836,EMP0000837,Angela Simmons,IT,Data Analyst,20/07/2017,"Brittanymouth, New Zealand",2,8,Active,Remote,1148280
837,EMP0000838,Nicholas Page,Sales,Account Manager,08/09/2015,"North Jason, United States Virgin Islands",4,9,Resigned,On-site,1134700
838,EMP0000839,Krista English,Sales,Sales Executive,25/12/2015,"Annafort, Jamaica",1,9,Active,On-site,870735
839,EMP0000840,Thomas Roth,IT,Data Analyst,01/05/2018,"Audreymouth, Mexico",5,7,Active,On-site,526632
840,EMP0000841,Taylor Alvarado,Finance,Finance Manager,24/07/2014,"Weaverport, Central African Republic",1,11,Active,On-site,1862721
841,EMP0000842,Nathan Stevens,Finance,Accountant,26/07/2019,"West Theresa, Canada",2,6,Resigned,Remote,836800
842,EMP0000843,Daniel Gibson DVM,IT,Software Engineer,27/05/2024,"Carlsonmouth, Ireland",4,1,Active,Remote,1014383
843,EMP0000844,George Merritt,Sales,Account Manager,26/11/2016,"East Eric, Tokelau",5,8,Active,On-site,674847
844,EMP0000845,Daniel Clarke,Marketing,Marketing Executive,08/11/2020,"West Abigail, Mayotte",4,4,Active,On-site,754738
845,EMP0000846,Jay Chung,HR,HR Executive,20/09/2022,"Petersbury, Saint Martin",5,2,Active,Remote,784436
846,EMP0000847,Dr. Mathew Robles,HR,HR Director,13/10/2016,"Port Steven, Iran",4,8,Active,Remote,506103
847,EMP0000848,Brent Carr,IT,DevOps Engineer,20/12/2023,"South Rachaelmouth, Azerbaijan",3,1,Resigned,Remote,499862
848,EMP0000849,Dennis Richard,Sales,Business Development Manager,01/11/2019,"New Benjamin, Senegal",5,5,Active,Remote,1140463
849,EMP0000850,Glenn Franco,HR,HR Executive,03/10/2023,"West Josephborough, Liechtenstein",4,1,Resigned,On-site,588814
850,EMP0000851,Mason Lloyd,IT,Software Engineer,02/04/2012,"Brianmouth, Chad",2,13,Active,Remote,1534851
851,EMP0000852,Erika Tucker,IT,Software Engineer,19/10/2022,"South Dylanborough, Luxembourg",1,2,Resigned,On-site,1795765
852,EMP0000853,Anthony Brown,HR,HR Executive,31/05/2018,"Garciaberg, Dominican Republic",3,7,Active,On-site,759141
853,EMP0000854,Bonnie Kramer,Sales,Account Manager,23/04/2025,"West Zacharyside, North Macedonia",1,0,Active,Remote,525712
854,EMP0000855,Stephanie Preston,Marketing,Marketing Executive,10/07/2020,"North Johnathanville, Mayotte",5,5,Active,Remote,931430
855,EMP0000856,Tracy Kim,IT,DevOps Engineer,20/08/2019,"Tateberg, Slovenia",5,5,Active,Remote,1178243
856,EMP0000857,Maria Watson,Finance,Finance Manager,22/02/2011,"Robertfurt, Thailand",3,14,Active,On-site,1906527
857,EMP0000858,Amber Johnson,IT,Software Engineer,11/03/2025,"Lake Melinda, Papua New Guinea",5,0,Active,On-site,769298
858,EMP0000859,Rodney Copeland,IT,Software Engineer,13/09/2022,"New Dalemouth, Cocos (Keeling) Islands",4,2,Active,Remote,1254845
859,EMP0000860,Ann Johnson,HR,HR Executive,08/11/2024,"Deniseland, Martinique",3,0,Active,On-site,742452
860,EMP0000861,Anne Chavez,Operations,Logistics Coordinator,06/07/2025,"Lisaburgh, Palestinian Territory",4,0,Active,On-site,715783
861,EMP0000862,Isaiah Cook,Sales,Sales Director,31/12/2017,"North Stephaniemouth, El Salvador",1,7,Active,On-site,545593
862,EMP0000863,Michael Dunn,IT,Data Analyst,16/11/2018,"South David, Jordan",3,6,Active,On-site,1123836
863,EMP0000864,Scott Hernandez,IT,Data Analyst,24/12/2022,"New Stephanieville, Turkey",5,2,Active,On-site,932039
864,EMP0000865,Evelyn Lee,Sales,Sales Executive,05/10/2021,"Rachelfort, Turkmenistan",4,3,Active,On-site,599395
865,EMP0000866,Lori Brown,IT,Software Engineer,07/06/2025,"New Miketon, Korea",4,0,Active,Remote,938051
866,EMP0000867,Brandon Bernard,HR,HR Director,17/06/2025,"Williamburgh, Togo",1,0,Active,On-site,747061
867,EMP0000868,Nicole Robertson,Marketing,Marketing Executive,23/07/2017,"Port Josephberg, Norway",4,8,Active,On-site,453021
868,EMP0000869,Dustin Owens,IT,DevOps Engineer,03/05/2021,"Rosefurt, Uganda",5,4,Resigned,On-site,1081619
869,EMP0000870,David Rose,Operations,Logistics Coordinator,14/11/2023,"Port Lindafort, Andorra",2,1,Resigned,On-site,839537
870,EMP0000871,Marcus Oliver,IT,Data Analyst,18/08/2021,"Joshuaberg, Bouvet Island (Bouvetoya)",5,3,Active,Remote,820415
871,EMP0000872,Timothy Coleman,Operations,Operations Executive,05/11/2018,"Austinfort, Panama",3,6,Active,Remote,1183997
872,EMP0000873,Rhonda Spears,Marketing,SEO Specialist,07/01/2020,"Cristinaville, Dominican Republic",2,5,Terminated,On-site,419237
873,EMP0000874,Travis Gutierrez,Sales,Account Manager,26/10/2018,"Lake Kevinberg, Niue",3,6,Active,On-site,501810
874,EMP0000875,Andrew Duncan,Finance,Accountant,31/07/2023,"Smithmouth, Iceland",1,2,Active,Remote,793149
875,EMP0000876,Lori Munoz,IT,Software Engineer,30/09/2017,"Seanburgh, Congo",2,7,Active,Remote,1514576
876,EMP0000877,Sean Saunders,Operations,Operations Executive,19/11/2024,"Christianchester, Sao Tome and Principe",3,0,Resigned,On-site,577099
877,EMP0000878,Peter Bowman,Sales,Business Development Manager,01/11/2023,"Georgeville, Sweden",1,1,Active,Remote,1377071
878,EMP0000879,Cynthia Lopez,HR,HR Manager,04/04/2024,"Wilsonmouth, San Marino",4,1,Retired,Remote,1502053
879,EMP0000880,Joshua Adams,IT,Software Engineer,19/10/2020,"Thomasshire, Nauru",3,4,Active,On-site,1586773
880,EMP0000881,Julie Ross,HR,HR Executive,10/05/2015,"Port Meganville, Grenada",5,10,Terminated,On-site,539176
881,EMP0000882,Rachel Lawson,HR,HR Manager,04/05/2024,"Blevinsberg, Brunei Darussalam",2,1,Terminated,Remote,1236539
882,EMP0000883,Dillon Harrington,Operations,Logistics Coordinator,28/11/2018,"North John, Reunion",4,6,Active,Remote,761060
883,EMP0000884,Crystal Jones,IT,DevOps Engineer,29/10/2021,"Rodrigueztown, Marshall Islands",4,3,Active,Remote,681238
884,EMP0000885,Sean Roberts,IT,Software Engineer,11/06/2018,"Lake Kathleenmouth, Sierra Leone",3,7,Active,On-site,1078820
885,EMP0000886,Rebecca Burch,IT,IT Manager,25/04/2025,"West Sarah, Oman",1,0,Active,On-site,2718854
886,EMP0000887,Cathy Brooks,IT,Software Engineer,17/11/2018,"Brandontown, Barbados",4,6,Active,On-site,1035800
887,EMP0000888,Jessica White,IT,DevOps Engineer,20/06/2024,"Ortegahaven, Comoros",2,1,Active,On-site,452617
888,EMP0000889,Ryan Cuevas,Operations,Operations Executive,03/07/2024,"Joneshaven, Somalia",4,1,Active,On-site,894116
889,EMP0000890,Jacob Johnson,Marketing,SEO Specialist,18/07/2023,"Baldwinborough, Comoros",1,2,Retired,Remote,939572
890,EMP0000891,Timothy Weiss,Sales,Account Manager,07/11/2023,"Port Kayla, Djibouti",2,1,Active,On-site,486733
891,EMP0000892,Brian Peterson,IT,DevOps Engineer,21/06/2025,"Jamestown, Korea",3,0,Active,On-site,756404
892,EMP0000893,Brian Potter Jr.,HR,HR Manager,10/06/2020,"Lisaburgh, Greenland",3,5,Terminated,On-site,1681604
893,EMP0000894,Joseph Richardson,Sales,Business Development Manager,22/06/2016,"Gonzalezbury, Croatia",1,9,Active,On-site,1739918
894,EMP0000895,Christopher Smith,Sales,Account Manager,28/06/2021,"Lake Robertville, Gabon",1,4,Terminated,Remote,490546
895,EMP0000896,Robert Harris,Operations,Supply Chain Manager,07/01/2025,"Mathischester, Sao Tome and Principe",5,0,Active,On-site,413917
896,EMP0000897,Steven Fischer,HR,Talent Acquisition Specialist,24/10/2016,"Huffmanchester, Iraq",5,8,Active,On-site,666301
897,EMP0000898,Anthony Mendez,Sales,Sales Director,13/05/2017,"West John, Falkland Islands (Malvinas)",2,8,Resigned,On-site,784928
898,EMP0000899,Diana Lambert MD,Finance,Financial Analyst,21/11/2024,"Michelleview, Mozambique",4,0,Active,On-site,1018218
899,EMP0000900,Adriana Lopez,Marketing,Content Strategist,16/05/2022,"Port Dawnview, Wallis and Futuna",2,3,Active,On-site,575325
900,EMP0000901,Christopher Williams,Operations,Logistics Coordinator,31/12/2021,"Port Samuelmouth, Qatar",2,3,Resigned,On-site,795279
901,EMP0000902,Anthony Miller,Sales,Sales Executive,10/09/2022,"Campbellmouth, Western Sahara",2,2,Active,Remote,709368
902,EMP0000903,Janice Green,Sales,Sales Executive,04/12/2020,"South Kellyfurt, British Virgin Islands",2,4,Active,Remote,537209
903,EMP0000904,Henry Lane,IT,IT Manager,09/08/2024,"Markburgh, Liberia",5,1,Active,Remote,2181629
904,EMP0000905,Peter Lopez,Operations,Operations Executive,26/01/2015,"New Laura, Samoa",1,10,Retired,Remote,902841
905,EMP0000906,Kayla Walker,Sales,Sales Executive,12/05/2020,"Faulknerbury, Belize",2,5,Active,On-site,506431
906,EMP0000907,Ronald Shields,Operations,Operations Executive,06/09/2022,"Lake Richard, Sierra Leone",2,2,Terminated,On-site,531683
907,EMP0000908,Nicholas Johnson,Finance,Financial Analyst,18/08/2024,"Wardton, Bahamas",1,0,Active,Remote,1068297
908,EMP0000909,Ryan Gardner,Sales,Sales Executive,12/02/2024,"Brandonborough, Barbados",5,1,Active,On-site,644566
909,EMP0000910,Thomas Long,Sales,Sales Executive,28/07/2019,"Lake Lesliefurt, Brazil",4,6,Active,On-site,688525
910,EMP0000911,Maria Ortega,R&D,Lab Technician,20/04/2016,"Gregoryside, Belarus",3,9,Active,On-site,953615
911,EMP0000912,Sylvia Cooper,HR,HR Executive,26/04/2022,"South Anthony, Ukraine",3,3,Retired,On-site,366596
912,EMP0000913,Jeffrey Salas,Sales,Sales Executive,09/06/2021,"New Angela, Ireland",4,4,Resigned,Remote,463545
913,EMP0000914,Susan Meyer,IT,Software Engineer,12/12/2022,"New Patricia, Djibouti",1,2,Active,On-site,1540563
914,EMP0000915,Ashley Ortega,Marketing,SEO Specialist,08/01/2022,"Jaredmouth, Pakistan",5,3,Active,Remote,959015
915,EMP0000916,Brandon Ward,IT,CTO,03/03/2019,"Pittsmouth, Ireland",4,6,Resigned,On-site,466625
916,EMP0000917,Mrs. Maria Moyer,Sales,Sales Executive,07/10/2010,"Sophiamouth, Armenia",3,14,Resigned,Remote,673496
917,EMP0000918,Julia Richmond,Sales,Sales Executive,20/02/2018,"Lake Jonathanfort, Benin",1,7,Resigned,On-site,787741
918,EMP0000919,Kristin Gross,Operations,Operations Executive,20/02/2019,"Christinatown, Russian Federation",5,6,Active,Remote,917724
919,EMP0000920,Levi Robinson,IT,Software Engineer,04/11/2017,"Joyceview, Guyana",1,7,Retired,On-site,1595356
920,EMP0000921,Patricia Hernandez,Sales,Sales Executive,14/10/2020,"Trevormouth, Vietnam",5,4,Active,On-site,690448
921,EMP0000922,Nicholas Conner,R&D,Research Scientist,05/10/2018,"Brittneystad, Seychelles",4,6,Active,On-site,668731
922,EMP0000923,Brittany Craig,Sales,Sales Executive,15/06/2024,"North Tyler, Trinidad and Tobago",5,1,Resigned,Remote,448713
923,EMP0000924,Christina Adams,Sales,Business Development Manager,29/08/2022,"Tracymouth, Guinea-Bissau",1,2,Active,On-site,977675
924,EMP0000925,Jennifer Flores,IT,Software Engineer,30/05/2025,"East Brittanyfort, Denmark",2,0,Retired,On-site,1139984
925,EMP0000926,Timothy Reeves,Marketing,SEO Specialist,11/11/2012,"West Sarahbury, Armenia",5,12,Active,Remote,523025
926,EMP0000927,Cathy White,Finance,Accountant,28/09/2012,"Reyeschester, Slovenia",1,12,Active,On-site,420003
927,EMP0000928,Evelyn Henry,Sales,Account Manager,24/06/2020,"Lucasland, Dominica",1,5,Active,On-site,607352
928,EMP0000929,Tara Wang,Finance,Accountant,31/08/2010,"Port Lindachester, Rwanda",1,14,Active,On-site,848803
929,EMP0000930,Paul Hicks,IT,IT Manager,28/11/2024,"South Laurafort, Norfolk Island",1,0,Active,Remote,2088134
930,EMP0000931,Chelsea Christensen,Sales,Sales Executive,22/06/2023,"North Tammyhaven, Papua New Guinea",5,2,Active,On-site,734418
931,EMP0000932,Michelle Mcpherson,R&D,Lab Technician,15/07/2024,"Cummingsside, Honduras",5,1,Active,On-site,909769
932,EMP0000933,Theresa Gordon,Operations,Operations Executive,10/01/2022,"Garrisonshire, Bouvet Island (Bouvetoya)",3,3,Active,On-site,1002068
933,EMP0000934,Scott Blankenship,HR,HR Director,16/03/2021,"South Sherrybury, Guinea",2,4,Terminated,On-site,1170288
